B1 (10),Buff,739.8259,34.00446,31.09536,29.13679,26.15773,24.33891,22.6897,21.74255,21.11948,20.4341,19.89365,19.44413,18.92014,17.62058,17.00324,16.27061,16.00964,15.7455,15.37684,14.73249,14.50164,14.46068,14.41916,14.10036,13.70517,13.33715,13.28565,13.00997,12.96141,12.81744,12.66419,12.57293,12.47533,12.40675,12.20656,12.17943,11.9529,11.85997,11.74881,11.58431,11.50006,11.39958,11.28617,11.19418,11.14311,11.07712,10.9902,10.86891,10.84157,10.76423,10.64663,10.57559,10.46723,10.36177,10.33167,10.26015,10.23541,10.19294,10.11656,10.06406,10.0311,9.988027,9.908227,9.860852,9.812094,9.703184,9.647666,9.598281,9.571734,9.54202,9.506728,9.452683,9.426525,9.324572,9.303027,9.266226,9.232105,9.197019,9.154476,9.111158,9.068835,9.022067,8.982005,8.946101,8.877041,8.855348,8.821555,8.774497,8.706462,8.694113,8.661008,8.631751,8.601674,8.546332,8.534324,8.507166,8.456747,8.416328,8.398022,8.365427
B1 (11),Buff,757.0466,27.98405,26.20946,24.53723,22.55965,21.16645,20.84319,20.35286,19.34732,18.60343,18.13529,17.94161,16.79661,16.46942,16.11644,15.63657,15.44824,15.15819,14.79749,14.44738,13.93756,13.74066,13.50802,13.13916,13.10857,13.05403,12.5453,12.536,12.46063,12.27829,12.18328,12.07819,11.92336,11.80551,11.6308,11.48801,11.39138,11.31372,11.24231,11.22805,11.11199,10.98688,10.89186,10.84866,10.74067,10.67475,10.65836,10.56697,10.471,10.40371,10.33715,10.2645,10.25559,10.1997,10.14054,10.03934,10.00771,9.9541,9.881843,9.86645,9.746467,9.72957,9.616354,9.576467,9.537057,9.50678,9.47689,9.392596,9.342724,9.307763,9.290858,9.226585,9.184328,9.14223,9.061243,9.049833,8.978285,8.962227,8.94388,8.874517,8.856556,8.803196,8.708308,8.698052,8.617937,8.577662,8.55508,8.530866,8.480852,8.458247,8.440574,8.404815,8.32563,8.291176,8.240771,8.227885,8.199602,8.144028,8.110998,8.088712
B1 (13),Buff,682.4707,28.93582,23.64971,22.73261,21.21602,20.81675,20.02896,18.9428,18.80789,17.94543,17.75582,16.74503,16.20541,15.96416,15.46785,15.1332,14.84563,14.81313,14.59057,14.43395,14.15998,13.87931,13.77666,13.6833,13.54892,13.37413,13.18518,13.10608,13.03806,12.86763,12.78465,12.70626,12.67035,12.50051,12.44473,12.36291,12.34642,12.168,12.07951,11.99641,11.9017,11.88432,11.83012,11.64385,11.60187,11.56644,11.47544,11.43747,11.38301,11.33906,11.22772,11.19158,11.13617,11.11272,11.02358,11.01249,10.86665,10.80915,10.7445,10.72598,10.68555,10.62092,10.57005,10.53225,10.4694,10.44802,10.42738,10.38106,10.31624,10.27099,10.24419,10.19781,10.16975,10.12645,10.09505,10.05575,10.02331,9.989499,9.955309,9.843328,9.811456,9.766303,9.694162,9.64827,9.635142,9.584799,9.562636,9.500562,9.465315,9.413757,9.408361,9.372209,9.35094,9.331675,9.266169,9.256365,9.228622,9.175086,9.146187,9.114826
B1 (15),Buff,702.5653,28.43993,24.70495,22.06077,20.94263,20.78065,19.68827,18.94679,18.04237,17.50306,17.07445,16.32541,15.62815,15.47342,15.23151,14.81124,14.4165,14.30368,13.75345,13.56447,13.47797,13.14441,13.02616,12.90768,12.77772,12.58479,12.3393,12.29269,12.17029,12.13628,12.03441,11.98338,11.78276,11.73115,11.59758,11.52253,11.49507,11.39971,11.30727,11.21163,11.16489,11.09753,10.97386,10.93102,10.90236,10.80811,10.74667,10.64631,10.63071,10.59968,10.51999,10.42969,10.40533,10.36431,10.332,10.26813,10.2244,10.147,10.07888,10.00468,9.952307,9.916293,9.853104,9.841972,9.808299,9.779758,9.723983,9.704918,9.634776,9.604281,9.581462,9.522275,9.454612,9.438185,9.393616,9.354391,9.316726,9.277643,9.252367,9.221387,9.192081,9.190181,9.115272,9.103676,9.056479,9.050365,8.990022,8.931708,8.881914,8.871414,8.863809,8.824936,8.778486,8.762177,8.733842,8.663811,8.637124,8.5903,8.573269,8.556711
B1 (16),Buff,734.1573,31.0814,27.26901,25.24245,22.35962,22.01256,20.31754,19.70343,18.92685,18.41881,17.69929,16.58772,15.91214,15.50886,15.28738,15.10226,14.79092,14.54972,14.13088,13.79833,13.43026,13.16556,12.90801,12.86278,12.64787,12.56645,12.53798,12.40574,12.23743,12.13909,12.05107,11.77141,11.66843,11.56603,11.46231,11.39135,11.26625,11.17689,11.1563,11.0639,11.00914,10.89216,10.8481,10.77473,10.73566,10.64455,10.61481,10.47967,10.37368,10.37048,10.32072,10.27338,10.2542,10.21461,10.05433,10.00221,9.979941,9.950023,9.840673,9.828464,9.813039,9.704147,9.670366,9.619078,9.548096,9.528566,9.451733,9.420913,9.400565,9.377034,9.318387,9.286123,9.251101,9.18084,9.132302,9.11294,9.062954,9.04495,9.017242,8.994466,8.927443,8.895719,8.862992,8.812744,8.783815,8.725114,8.716755,8.691818,8.666,8.614646,8.577608,8.55973,8.49037,8.458249,8.424147,8.402485,8.386927,8.322963,8.308692,8.279591
B1 (17),Buff,738.658,34.66438,29.05267,26.92965,25.77514,23.78469,22.5554,21.52379,19.75952,18.21326,17.56191,17.40258,17.06495,16.19245,15.65967,15.08325,14.79805,14.53102,14.37504,14.07369,13.94905,13.63047,13.44121,13.33215,13.20875,13.00954,12.95591,12.82548,12.64685,12.54354,12.50684,12.29528,12.02869,11.98743,11.80764,11.68579,11.64874,11.51401,11.36763,11.27498,11.19208,11.13699,11.05845,10.99276,10.90781,10.8731,10.84167,10.79611,10.76521,10.68615,10.61463,10.52996,10.45742,10.40818,10.36125,10.28858,10.22881,10.18452,10.09491,10.07671,10.02874,9.975165,9.894194,9.860964,9.779785,9.734717,9.663856,9.639358,9.597309,9.560135,9.508026,9.476582,9.43269,9.386894,9.34233,9.310134,9.287082,9.194316,9.181413,9.162194,9.127386,9.097971,9.035255,8.974964,8.969542,8.90906,8.895298,8.844936,8.798658,8.760232,8.725705,8.714591,8.631162,8.608801,8.588108,8.544573,8.528916,8.476686,8.462408,8.403111
B1 (18),Buff,728.9309,32.93028,30.46893,28.999,26.14095,24.88568,22.98982,22.65408,21.78489,20.87636,20.30928,18.65448,18.10693,17.34078,17.09107,16.73936,15.83911,15.31317,14.86798,14.73166,14.35096,13.96892,13.91985,13.78202,13.52748,13.43815,13.31845,13.00077,12.91295,12.76658,12.64092,12.5576,12.31719,12.28056,12.14187,12.07929,11.92172,11.8094,11.72226,11.61962,11.58418,11.53739,11.36883,11.21194,11.08599,11.07704,11.03977,10.95966,10.90112,10.80615,10.75134,10.67357,10.59488,10.50343,10.47903,10.41866,10.34783,10.28203,10.21221,10.14914,10.11562,10.02388,9.999499,9.955684,9.915822,9.879951,9.826868,9.793287,9.752827,9.67926,9.654249,9.582035,9.545113,9.526636,9.445319,9.410096,9.347008,9.30899,9.269892,9.233791,9.200042,9.155677,9.104365,9.039482,9.009369,8.985092,8.921897,8.889605,8.818461,8.789054,8.762883,8.741163,8.681252,8.662029,8.635576,8.602021,8.536355,8.522421,8.474475,8.449949
B1 (19),Buff,761.9028,34.0575,31.6064,27.94144,27.63213,25.03392,24.64506,22.06402,21.39383,20.91155,19.84218,19.44403,18.14317,17.78605,17.01268,16.49255,15.97293,15.51975,14.95655,14.87534,14.33303,14.16772,13.96273,13.47089,13.3285,13.19363,12.97193,12.85077,12.68643,12.53573,12.34631,12.27192,12.10457,11.95769,11.81082,11.78582,11.66493,11.64374,11.50208,11.47114,11.37361,11.35947,11.26714,11.07519,10.99528,10.95883,10.87346,10.79379,10.71737,10.65687,10.54328,10.5233,10.40569,10.39827,10.27854,10.25526,10.14525,10.02362,9.979661,9.916222,9.84235,9.798008,9.76529,9.73496,9.67208,9.631483,9.531264,9.479631,9.407639,9.386222,9.36719,9.275996,9.241071,9.214614,9.142932,9.081375,9.003472,8.993254,8.953341,8.937322,8.881834,8.833267,8.782568,8.728263,8.650204,8.610084,8.594056,8.516272,8.491776,8.471976,8.393993,8.380734,8.3657,8.31953,8.303422,8.265342,8.214332,8.176997,8.132789,8.10892
B1 (2),Buff,707.3701,28.24919,26.647,24.86534,23.38721,22.31586,21.19071,20.18033,19.70782,19.08022,18.23834,17.62054,17.23729,17.07123,16.94802,16.76018,16.29239,15.7539,15.49796,15.48051,15.12153,14.77371,14.58656,14.43117,14.17771,14.07482,13.78354,13.6879,13.4268,13.24111,13.15035,12.95406,12.86773,12.83207,12.68112,12.62599,12.40434,12.33104,12.22799,12.11779,11.98214,11.8993,11.80741,11.70791,11.70174,11.56975,11.54027,11.46354,11.32499,11.19889,11.10392,11.09425,11.04499,10.94482,10.82472,10.77084,10.68795,10.6148,10.46446,10.44688,10.40605,10.31657,10.25965,10.20899,10.1759,10.10561,9.973468,9.964136,9.916547,9.833991,9.797176,9.764916,9.727426,9.634551,9.612621,9.534678,9.463403,9.43051,9.351239,9.329161,9.307496,9.232412,9.150448,9.125328,9.114544,9.097806,9.040237,8.959199,8.916143,8.89689,8.885027,8.839667,8.796739,8.765892,8.735694,8.656066,8.618287,8.563407,8.521667,8.490426
B1 (21),Buff,762.9852,37.00523,31.76495,29.16789,27.06977,25.83169,25.17473,24.61073,24.09408,22.45589,22.18919,21.33178,20.75915,19.84219,19.21725,18.36091,18.26161,17.68595,17.29024,16.36242,16.27334,16.19823,15.81085,15.69325,15.62155,15.35799,15.28163,14.8656,14.75037,14.72379,14.38638,14.10166,14.03066,13.8293,13.68892,13.62915,13.48961,13.29388,13.24003,13.20167,13.03296,12.88716,12.76973,12.62506,12.43221,12.40358,12.25478,12.20768,12.03656,11.98892,11.95643,11.81986,11.72353,11.51874,11.39805,11.3479,11.32261,11.3043,11.25153,11.1334,11.10759,11.07273,10.94322,10.90547,10.82471,10.73963,10.64077,10.53474,10.4622,10.41644,10.39847,10.32639,10.20275,10.1424,10.1237,10.08401,10.07474,10.00956,9.961296,9.894256,9.868369,9.823097,9.774013,9.660953,9.638111,9.576781,9.51982,9.377444,9.343962,9.297409,9.243311,9.218704,9.172974,9.149449,9.098376,8.99646,8.96005,8.906878,8.848534,8.825995
B1 (22),Buff,737.1358,36.61277,34.61961,30.28208,27.3843,26.70668,26.28888,25.2508,22.96649,21.39942,20.9872,20.29226,19.96379,19.05766,18.49327,17.86828,17.4383,17.19878,16.98747,16.51444,16.1144,15.97021,15.76465,15.71536,15.37099,15.13165,14.81217,14.77671,14.61108,14.47231,14.34262,14.15625,13.94945,13.89303,13.73882,13.53825,13.37425,13.25278,13.03114,12.99904,12.96364,12.72821,12.60079,12.51632,12.4048,12.34002,12.15559,12.04599,11.91632,11.8352,11.74315,11.66817,11.57797,11.44428,11.42133,11.3567,11.24303,11.11016,11.01057,10.96848,10.90163,10.88426,10.81289,10.69075,10.66003,10.63485,10.49716,10.39549,10.38413,10.29451,10.22337,10.16929,10.1291,10.04114,9.94375,9.906595,9.890997,9.756579,9.712201,9.638802,9.556607,9.499823,9.406619,9.388662,9.340331,9.270256,9.22719,9.19281,9.146254,9.100977,9.095586,9.037115,9.009904,8.976676,8.951669,8.902765,8.845172,8.775193,8.718638,8.670376
